민트아메리카노	NNG
민트티	NNG
민트향	NNG
밀가루	NNG
밀크	NNG
밀크레이프 케이크	NNG
밀크코히	NNG
밀크티	NNG
밀크티라떼	NNG
밀크폼	NNG
밀키티홍차	NNG
바게트빵	NNG
바나나주스	NNG
바닐라	NNG
바닐라 라떼	NNG
바닐라 마카롱	NNG
바닐라 웨이퍼스	NNG
바닐라딜라이트	NNG
바닐라라떼	NNG
바닐라라테	NNG
바닐라시럽	NNG
바닐라카푸치노	NNG
바닐러	NNG
바리스타마스터	NNG
반반주스	NNG
밤라떼	NNG
버블 크림 밀크티	NNG
버블 흑당 라떼	NNG
버블 흑당 콜드브루	NNG
버블믹스라떼	NNG
버블티	NNG
버터	NNG
베니스카푸치노	NNG
베리	NNG
베리민트	NNG
베버리지	NNG
베이글	NNG
베이글오븐크림	NNG
베이스	NNG
베이커리	NNG
베이컨 포테이토 스퀘어 피자	NNG
벤티	NNG
벤티사이즈	NNG
병음료	NNG
보들라떼	NNG
보리찰떡	NNG
복분자 뱅쇼	NNG
복분자 뱅쇼 콤부차	NNG
복숭아티	NNG
복지카드	NNG
불닭고구마 스퀘어 피자	NNG
붕어빵	NNG
브라우니	NNG
브라질	NNG
브래드	NNG
브런치	NNG
브런치류	NNG
브레드	NNG
브렉퍼스트	NNG
블랙	NNG
블랙베리	NNG
블랙티	NNG
블랙티.홍차	NNG
블랙티프렌치	NNG
블랙퍼스트	NNG
블랙화이트	NNG
블랜디드	NNG
블랜딩	NNG
블렌드	NNG
블렌딩	NNG
블루마운틴	NNG
블루베리	NNG
블루베리 머핀	NNG
블루베리 베이글	NNG
블루베리 요거트 플랫치노	NNG
블루베리 치즈 스틱케익	NNG
블루베리 크림치즈	NNG
블루베리주스	NNG
비번	NNG
비엔나	NNG
비엔나커피	NNG
비타민바(그릭요거트)	NNG
빅사이즈	NNG
빙수류	NNG
빽앤나	NNG
사장님	NNG
사탕수수	NNG
산딸기 마카롱	NNG
산미	NNG
산미한잔	NNG
살사	NNG
삼성카드	NNG
삼성페이	NNG
샌드위치	NNG
샌드위치카페라테	NNG
생강분말	NNG
생강차	NNG
생강차설탕	NNG
생강청	NNG
생강청우유스팀	NNG
생과일	NNG
생과일 수박주스	NNG
생과일 토마토주스	NNG
생과일주스	NNG
생과일쥬스	NNG
생딸기	NNG
생딸기 연유 브레드	NNG
생딸기 와플	NNG
생딸기 크로플	NNG
생딸기쥬스	NNG
생아메리카노	NNG
생자몽	NNG
생크림 와플	NNG
샤인히비스커스	NNG
샤케라또	NNG
서비스	NNG
서울우유	NNG
석류 애플라임	NNG
석류 오리지널	NNG
석류애플라임	NNG
세트	NNG
세트메뉴	NNG
셀프바	NNG
셔벗	NNG
소고기 브리또	NNG
소금커피	NNG
소금크림소스	NNG
소프트	NNG
솔트	NNG
솔트치즈카페라떼	NNG
솔티드캬라멜라떼	NNG
솔티치즈	NNG
쇼케이스	NNG
쇼콜라	NNG
쇼콜라티에	NNG
숏라떼	NNG
수삼	NNG
수삼주스	NNG
수제와플	NNG
수제차	NNG
수제쿠키	NNG
수플레 치즈 케이크	NNG
쉐이커	NNG
쉐이크	NNG
쉬폰	NNG
슈	NNG
슈가	NNG
슈거	NNG
슈크림	NNG
스노우 쿠키슈	NNG
스무디	NNG
스위트	NNG
스콘	NNG
스타벅스	NNG
스탬프	NNG
스트로베리	NNG
스트로베리 치즈 마카롱	NNG
스트로우	NNG
스틱	NNG
스팀밀크	NNG
스팀우유	NNG
스파클링에이드	NNG
스페셜티	NNG
스페인	NNG
스프링캐모마일	NNG
시그니처	NNG
시나몬	NNG
시나몬가루	NNG
시럽	NNG
시럽카페	NNG
시럽휘핑	NNG
식혜	NNG
신데렐라	NNG
신세계	NNG
실물카드	NNG
십구곡라떼	NNG
쌀라떼	NNG
쌍쌍 츄로스	NNG
쌍화차	NNG
씨제이	NNG
씨제이원카드	NNG
아그로타타마	NNG
아너스	NNG
아너스회원증	NNG
아로니아	NNG
아메리치노	NNG
아메리카	NNG
아메리카노	NNG
아메리카노꿀	NNG
아메리카노디카페인	NNG
아메키라노	NNG
아몬드	NNG
아보카도	NNG
아보카도우유시럽연유	NNG
아아	NNG
아웃텀블러할인	NNG
아웃할인	NNG
아이슈페너	NNG
아이스초코	NNG
아이스콘 요구르트	NNG
아이스콘 초코	NNG
아이스크림 호떡	NNG
아이스티	NNG
아이스티 레몬	NNG
아이스티 복숭아	NNG
아이스팬	NNG
아인슈페너	NNG
아트라떼	NNG
아포가토	NNG
아포가토 오리지널	NNG
아포카도	NNG
아포카토	NNG
애플	NNG
애플그린씨	NNG
애플망고	NNG
애플망고주스	NNG
애플파이	NNG
양송이 수프	NNG
어니언	NNG
어니언 베이글	NNG
얼그레이	NNG
얼그레이 쇼콜라 마카롱	NNG
얼그레이티	NNG
얼그레이향	NNG
에그	NNG
에그 베이컨 과카몰리 샌드위치	NNG
에그햄머핀	NNG
에스케이	NNG
에스프레소	NNG
에스프레소 마끼아또	NNG
에스프레소 콘파냐	NNG
에스프레소물	NNG
에스프레소물샷	NNG
에스프레소샷몇	NNG
에스프레소샷원액아메리카노물음료	NNG
에스프레소아메리카노	NNG
에스프레소원액에스프레소	NNG
에스프레소커피원액아메리카노원액물음료	NNG
에스프레소콘파냐	NNG
에이드	NNG
에티오피아	NNG
엘리베이터	NNG
엘지	NNG
엘지페이	NNG
연유	NNG
연유 카페라떼	NNG
연유 콜드브루	NNG
연유라떼	NNG
연유라테	NNG
연유커피	NNG
영귤차	NNG
예가체프	NNG
오렌지	NNG
오리지날	NNG
오리지널	NNG
오리진 쉐이크	NNG
오미자	NNG
오미자차	NNG
오븐	NNG
오케이캐쉬백	NNG
오케이캐시백	NNG
오트밀	NNG
옥수수빵	NNG
와이파이	NNG
와인에이드	NNG
와플	NNG
요거트	NNG
원조커피	NNG
유자 피나콜라다	NNG
유자레몬티	NNG
유자레몬티오렌지	NNG
유자에이드	NNG
유자피나콜라다	NNG
유플러스	NNG
이곡 라떼	NNG
이너츠	NNG
이디야	NNG
이디야 감귤&한라봉 주스	NNG
이디야 단백질바(초코쿠키)	NNG
이디야 사과&당근 주스	NNG
이디야 사과주스	NNG
이디야 워터	NNG
이디야 청포도&케일 주스	NNG
이디야 콤부차 복숭아망고	NNG
이디야 콤부차 청포도레몬	NNG
이디야 티라미수	NNG
이천햅쌀라떼	NNG
잉글리쉬 머핀	NNG
자몽 네이블 오렌지	NNG
자몽 에이드	NNG
자몽 플랫치노	NNG
자몽네이블오렌지	NNG
자몽에이드	NNG
자몽주스	NNG
자몽차	NNG
자몽청	NNG
자몽티	NNG
자바	NNG
자바칩	NNG
자바칩 프라프치노	NNG
자스민	NNG
자스민차	NNG
재스민	NNG
쟈스민	NNG
저지방	NNG
적립쿠폰	NNG
적립핸드폰	NNG
제주청귤 블러썸	NNG
제주청귤 오리지널	NNG
젤라또	NNG
조각케이크	NNG
주스망고	NNG
주스오렌지자몽	NNG
주차권	NNG
주차장타워상가	NNG
주차증	NNG
주차확인쿠폰	NNG
지역아메리카노	NNG
지점쿠폰/교환권	NNG
지하주차장	NNG
진저라떼	NNG
진저라떼꿀설탕	NNG
진저라떼생강청	NNG
진저러떼	NNG
진저에이드	NNG
진짜딸기우유	NNG
차국화차	NNG
차이티	NNG
차종류	NNG
청포도	NNG
청포도 에이드	NNG
체인점	NNG
체크카드	NNG
초코	NNG
초코 티라미수	NNG
초코라떼	NNG
초코라테	NNG
초코렛청크 쿠키	NNG
초코머핀	NNG
초코무스	NNG
초코스무디	NNG
초코시럽	NNG
초코음료	NNG
초코칩	NNG
초코칩 머핀	NNG
초코케이크	NNG
초코쿠키 쉐이크	NNG
초코프레첼 미니	NNG
초콜렛	NNG
초콜릿	NNG
초콜릿 디핑	NNG
초콜릿 마카롱	NNG
초콜릿 브라우니	NNG
초콜릿 칩 플랫치노	NNG
초콜릿칩	NNG
초콜릿티	NNG
쵸코	NNG
쵸코음료	NNG
추가금	NNG
추가비	NNG
추가요금	NNG
츄러스	NNG
치즈	NNG
치즈가루	NNG
치즈베이글	NNG
치즈빵	NNG
치즈케이크	NNG
치즈케이크라떼	NNG
치즈폼	NNG
카드적립	NNG
카드할인	NNG
카드현금	NNG
카라멜	NNG
카라멜 마끼아또	NNG
카라멜 플랫치노	NNG
카라멜라떼	NNG
카라멜마끼야또	NNG
카모마일	NNG
카스텔라	NNG
카운터	NNG
카카오 페이	NNG
카카오페이	NNG
카파멜마끼아또스윗앤솔티	NNG
카페	NNG
카페 라떼	NNG
카페 모카	NNG
카페 아메리카노	NNG
카페라떼	NNG
카페라테	NNG
카페모카	NNG
카페인	NNG
카페인커피	NNG
카푸치노	NNG
카푸치노카페	NNG
칵테일	NNG
캐러맬	NNG
캐러멜	NNG
캐러멜마키아토	NNG
캐리어	NNG
캐머마일	NNG
캐모마일	NNG
캬라멜	NNG
커스터드	NNG
커피 플랫치노	NNG
커피과테말라	NNG
커피다방	NNG
커피디저트류	NNG
커피디카페인	NNG
커피류	NNG
커피원두	NNG
커피유자티레몬티	NNG
커피음료	NNG
커피종류	NNG
커피주문	NNG
커피질소커피	NNG
커피차	NNG
커피케냐	NNG
커피콘	NNG
커피콩알	NNG
커피허니	NNG
컵케이크	NNG
케냐	NNG
케냐AA	NNG
케모마일	NNG
케이크	NNG
코코아	NNG
콘 수프	NNG
콘센트	NNG
콘파냐	NNG
콘파냐휘핑크림	NNG
콜드브루	NNG
콜드브루 니트로	NNG
콜드브루 라떼	NNG
콜드브루 아메리카노	NNG
콜드브루 크림넛	NNG
콜드브루 화이트 비엔나	NNG
콜드브루더치	NNG
콜드브루디카페인	NNG
콜드브루아메리카노	NNG
콜드브루원액우유	NNG
콜드폼	NNG
콜롬비아	NNG
콜롬비아산	NNG
콤파냐	NNG
콩빵	NNG
콰테말라	NNG
쿠앤크	NNG
쿠앤크마카롱	NNG
쿠키	NNG
쿠키 앤 크림 마카롱	NNG
쿠키슈	NNG
쿠키앤크림	NNG
쿠키치즈	NNG
쿠키프라페	NNG
쿠폰가격	NNG
쿠폰메뉴	NNG
쿠폰메뉴가격	NNG
큐브라떼	NNG
크래커	NNG
크랜베리	NNG
크레이프	NNG
크로와상	NNG
크로크 무슈	NNG
크로크무슈	NNG
크루아상	NNG
크리미초코 감자쿠키	NNG
크리미치즈 그레인쿠키	NNG
크림	NNG
크림샷 라떼	NNG
크림슈	NNG
크림치즈	NNG
크림치즈 머핀	NNG
크림치즈 와플	NNG
크림치즈케이크	NNG
크림티	NNG
클래식 미니 스콘	NNG
클럽샌드위치	NNG
키오스크	NNG
키위스무디	NNG
키프티콘	NNG
타르트딸기생딸기	NNG
탄산수	NNG
텀블러	NNG
텀블러음료	NNG
텀블러할인	NNG
테이크아웃	NNG
테이크아웃잔	NNG
테이크아웃잔할인	NNG
테이크아웃컵	NNG
테이크 아웃	NNG
토마토주스	NNG
토피넛	NNG
토피넛 꽈루아상	NNG
토피넛 라떼	NNG
토피넛 크로플	NNG
토피넛 플랫치노	NNG
토피넛라떼	NNG
토피넛라테	NNG
통신사적립	NNG
튜너	NNG
티	NNG
티라미수	NNG
티라미슈	NNG
티레몬에이드	NNG
티머니	NNG
티멤버십	NNG
티바나	NNG
티백	NNG
티슈	NNG
티음료	NNG
파야냐	NNG
파우더	NNG
파우더카라멜	NNG
파이	NNG
파인애플주스	NNG
판매대	NNG
팥빙수	NNG
팥빵	NNG
팥앤크림 샌드위치	NNG
팥인절미 1인빙수	NNG
팥인절미 눈꽃빙	NNG
팬케이크	NNG
페루산	NNG
페스트리	NNG
페이	NNG
페퍼로니 피자 샌드위치	NNG
페퍼민트	NNG
평일날	NNG
포인트	NNG
포인트카드	NNG
퓨레	NNG
퓨어페퍼민트	NNG
프라페	NNG
프라페얼마	NNG
프라푸치노	NNG
프레시그린티	NNG
프레즐	NNG
프리쿠폰	NNG
플랫치노	NNG
